"YEAR","MONTH","DAY","DAY_OF_WEEK","AIRLINE","FLIGHT_NUMBER","ORIGIN_AIRPORT","DESTINATION_AIRPORT","SCHEDULED_DEPARTURE","DEPARTURE_TIME","DEPARTURE_DELAY","TAXI_OUT","WHEELS_OFF","SCHEDULED_TIME","ELAPSED_TIME","AIR_TIME","DISTANCE","WHEELS_ON","TAXI_IN","SCHEDULED_ARRIVAL","ARRIVAL_TIME","Delayed"
"2015","1","1","4","DL","418","SFO","JFK","630","628",-2,15,643,325,307,284,2586,1427,8,"1455","1435","N"
"2015","1","1","4","DL","783","MSP","ATL","630","626",-4,26,652,158,146,112,907,944,8,"1008","952","N"
"2015","1","1","4","DL","1984","AUS","ATL","630","625",-5,13,638,127,110,93,813,911,4,"937","915","N"
"2015","1","1","4","DL","2114","COS","ATL","630","632",2,30,702,175,166,131,1184,1113,5,"1125","1118","N"
"2015","1","1","4","DL","2283","DTW","ATL","630","628",-2,12,640,135,106,88,594,808,6,"845","814","N"
"2015","1","1","4","DL","2370","MSY","LGA","630","624",-6,13,637,168,171,137,1183,954,21,"1018","1015","N"
"2015","1","1","4","DL","1598","SEA","ATL","630","631",1,29,700,275,287,245,2182,1405,13,"1405","1418","Y"
"2015","1","1","4","DL","1809","EWR","ATL","630","629",-1,12,641,167,130,114,746,835,4,"917","839","N"
"2015","1","1","4","DL","1872","TPA","ATL","630","629",-1,9,638,88,74,61,406,739,4,"758","743","N"
"2015","1","1","4","EV","2549","BPT","DFW","630","630",0,13,643,70,71,46,270,729,12,"740","741","Y"
"2015","1","1","4","EV","3261","RIC","IAD","630","629",-1,9,638,57,51,28,100,706,14,"727","720","N"
"2015","1","1","4","EV","3929","EWR","JAX","630","630",0,20,650,159,146,120,820,850,6,"909","856","N"
"2015","1","1","4","EV","4306","GPT","IAH","630","623",-7,9,632,87,89,72,376,744,8,"757","752","N"
"2015","1","1","4","F9","295","TPA","DEN","630","750",80,13,803,245,234,214,1506,937,7,"835","944","Y"
"2015","1","1","4","F9","711","RSW","DEN","630","647",17,11,658,254,246,229,1607,847,6,"844","853","Y"
"2015","1","1","4","F9","1246","DEN","DFW","630","634",4,10,644,110,123,96,641,920,17,"920","937","Y"
"2015","1","1","4","F9","1108","CLE","MCO","630","628",-2,11,639,140,136,115,895,834,10,"850","844","N"
"2015","1","1","4","OO","2604","SAN","LAX","630","620",-10,17,637,55,49,25,109,702,7,"725","709","N"
"2015","1","1","4","NK","379","ACY","MYR","630","621",-9,36,657,95,114,73,466,810,5,"805","815","Y"
"2015","1","1","4","OO","5381","STC","ORD","630","623",-7,37,700,86,100,52,394,752,11,"756","803","Y"
"2015","1","1","4","OO","4553","BOI","LAX","630","624",-6,30,654,130,127,90,674,724,7,"740","731","N"
"2015","1","1","4","OO","5186","SFO","SAN","630","637",7,14,651,92,81,64,447,755,3,"802","758","N"
"2015","1","1","4","OO","5581","MSP","LAX","630","630",0,18,648,240,252,217,1535,825,17,"830","842","Y"
"2015","1","1","4","OO","6588","BFL","PHX","630","630",0,15,645,93,92,71,425,856,6,"903","902","N"
"2015","1","1","4","UA","1534","TPA","ORD","631","629",-2,12,641,168,165,144,1012,805,9,"819","814","N"
"2015","1","1","4","EV","5764","ORD","IAD","632","627",-5,14,641,112,100,77,589,858,9,"924","907","N"
"2015","1","1","4","HA","114","HNL","OGG","632","627",-5,9,636,36,35,20,100,656,6,"708","702","N"
"2015","1","1","4","B6","675","JFK","MSY","633","625",-8,23,648,211,221,194,1182,902,4,"904","906","Y"
"2015","1","1","4","OO","5297","MKE","ORD","633","623",-10,12,635,54,39,21,67,656,6,"727","702","N"
"2015","1","1","4","UA","410","MIA","ORD","635","633",-2,36,709,200,221,174,1197,903,11,"855","914","Y"
"2015","1","1","4","US","700","SEA","PHL","635","627",-8,12,639,301,286,263,2378,1402,11,"1436","1413","N"
"2015","1","1","4","WN","1926","SAT","ATL","635","634",-1,10,644,135,126,103,874,927,13,"950","940","N"
"2015","1","1","4","WN","1119","PDX","MDW","635","632",-3,9,641,235,232,218,1751,1219,5,"1230","1224","N"
"2015","1","1","4","US","474","LAS","PHX","635","628",-7,12,640,71,65,46,255,826,7,"846","833","N"
"2015","1","1","4","AA","129","JAX","DFW","635","648",13,13,701,170,165,141,918,822,11,"825","833","Y"
"2015","1","1","4","AA","1543","PIT","DFW","635","627",-8,12,639,200,181,162,1067,821,7,"855","828","N"
"2015","1","1","4","AA","2220","COS","DFW","635","623",-12,25,648,120,123,88,592,916,10,"935","926","N"
"2015","1","1","4","AS","240","SEA","SAN","635","629",-6,24,653,163,161,133,1050,906,4,"918","910","N"
"2015","1","1","4","AS","576","PDX","SAN","635","628",-7,14,642,139,134,117,933,839,3,"854","842","N"
"2015","1","1","4","AS","724","SEA","SLC","635","625",-10,24,649,121,121,93,689,922,4,"936","926","N"
"2015","1","1","4","B6","475","PVD","MCO","635","629",-6,37,706,190,204,155,1072,941,12,"945","953","Y"
"2015","1","1","4","B6","1467","HPN","PBI","635","624",-11,9,633,176,161,146,1056,859,6,"931","905","N"
"2015","1","1","4","AA","1441","JFK","LAS","635","656",21,24,720,350,374,342,2248,1002,8,"925","1010","Y"
"2015","1","1","4","DL","2005","MLB","ATL","635","632",-3,10,642,95,81,65,442,747,6,"810","753","N"
"2015","1","1","4","DL","2290","PIT","ATL","635","633",-2,11,644,129,90,74,526,758,5,"844","803","N"
"2015","1","1","4","DL","1864","SAN","MSP","635","632",-3,17,649,224,217,190,1532,1159,10,"1219","1209","N"
"2015","1","1","4","EV","5579","ABE","ATL","635","628",-7,13,641,139,126,110,692,831,3,"854","834","N"
"2015","1","1","4","OO","4758","PLN","DTW","635","626",-9,37,703,79,87,41,243,744,9,"754","753","N"
"2015","1","1","4","OO","3460","PDX","ONT","635","635",0,12,647,134,121,105,838,832,4,"849","836","N"
"2015","1","1","4","UA","665","RSW","EWR","638","632",-6,10,642,172,163,144,1068,906,9,"930","915","N"
"2015","1","1","4","DL","1056","SJC","MSP","639","634",-5,14,648,231,234,214,1576,1222,6,"1230","1228","N"
"2015","1","1","4","OO","4577","CIU","DTW","640","637",-3,19,656,84,70,45,284,741,6,"804","747","N"
"2015","1","1","4","US","1718","MCO","CLT","640","637",-3,10,647,96,91,71,468,758,10,"816","808","N"
"2015","1","1","4","US","1943","BWI","CLT","640","637",-3,22,659,94,95,67,361,806,6,"814","812","N"
"2015","1","1","4","US","1946","EWR","CLT","640","648",8,11,659,121,104,88,529,827,5,"841","832","N"
"2015","1","1","4","WN","795","AUS","ATL","640","637",-3,12,649,130,114,96,813,925,6,"950","931","N"
"2015","1","1","4","WN","692","CAK","MCO","640","636",-4,9,645,150,138,122,861,847,7,"910","854","N"
"2015","1","1","4","WN","1170","FLL","LAS","640","639",-1,10,649,330,316,303,2173,852,3,"910","855","N"
"2015","1","1","4","WN","653","MKE","LAS","640","635",-5,11,646,245,238,221,1524,827,6,"845","833","N"
"2015","1","1","4","WN","890","PHX","MDW","640","633",-7,21,654,195,186,160,1444,1034,5,"1055","1039","N"
"2015","1","1","4","WN","832","SJC","LAS","640","640",0,10,650,85,80,63,386,753,7,"805","800","N"
"2015","1","1","4","UA","1284","LAS","EWR","640","639",-1,10,649,289,253,234,2227,1343,9,"1429","1352","N"
"2015","1","1","4","UA","1748","ORD","EWR","640","643",3,12,655,125,124,82,719,917,30,"945","947","Y"
"2015","1","1","4","AA","1305","DSM","DFW","640","633",-7,32,705,140,144,105,624,850,7,"900","857","N"
"2015","1","1","4","AA","1562","RIC","DFW","640","636",-4,17,653,220,217,188,1158,901,12,"920","913","N"
"2015","1","1","4","AS","548","BLI","SEA","640","632",-8,26,658,37,59,26,93,724,7,"717","731","Y"
"2015","1","1","4","AS","558","PDX","LAX","640","643",3,10,653,144,136,110,834,843,16,"904","859","N"
"2015","1","1","4","AS","560","SEA","PSP","640","636",-4,12,648,152,140,124,987,852,4,"912","856","N"
"2015","1","1","4","AS","569","LAX","PDX","640","639",-1,16,655,150,144,124,834,859,4,"910","903","N"
"2015","1","1","4","AS","662","SEA","DFW","640","633",-7,18,651,222,239,211,1660,1222,10,"1222","1232","Y"
"2015","1","1","4","AS","709","SLC","SJC","640","747",67,28,815,123,106,75,584,830,3,"743","833","Y"
"2015","1","1","4","AA","2476","BDL","MIA","640","634",-6,13,647,206,232,164,1194,931,55,"1006","1026","Y"
"2015","1","1","4","DL","1332","RSW","ATL","640","640",0,14,654,108,100,81,515,815,5,"828","820","N"
"2015","1","1","4","DL","2135","TPA","LGA","640","634",-6,12,646,154,149,128,1010,854,9,"914","903","N"
"2015","1","1","4","DL","2276","MCO","LGA","640","638",-2,14,652,153,148,125,950,857,9,"913","906","N"
"2015","1","1","4","DL","2566","SFO","MSP","640","636",-4,13,649,228,227,206,1589,1215,8,"1228","1223","N"
"2015","1","1","4","EV","2506","CRP","DFW","640","638",-2,14,652,80,71,52,354,744,5,"800","749","N"
"2015","1","1","4","EV","2555","SHV","DFW","640","656",16,15,711,65,63,42,190,753,6,"745","759","Y"
"2015","1","1","4","EV","2561","BTR","DFW","640","639",-1,15,654,85,94,64,383,758,15,"805","813","Y"
"2015","1","1","4","EV","2537","MLU","DFW","640","643",3,11,654,80,67,52,293,746,4,"800","750","N"
"2015","1","1","4","MQ","3476","CHS","MIA","640","634",-6,36,710,100,117,74,489,824,7,"820","831","Y"
"2015","1","1","4","MQ","3589","GSO","MIA","640","637",-3,36,713,136,138,99,710,852,3,"856","855","N"
"2015","1","1","4","NK","705","LGA","FLL","640","828",108,19,847,186,175,147,1076,1114,9,"946","1123","Y"
"2015","1","1","4","NK","567","DTW","ATL","640","638",-2,10,648,114,105,85,594,813,10,"834","823","N"
"2015","1","1","4","NK","417","DTW","FLL","640","643",3,11,654,186,167,150,1127,924,6,"946","930","N"
"2015","1","1","4","OO","3456","PDX","BUR","640","638",-2,22,700,130,129,104,817,844,3,"850","847","N"
"2015","1","1","4","OO","5492","MSN","ORD","640","643",3,31,714,57,71,28,108,742,12,"737","754","Y"
"2015","1","1","4","OO","6495","COS","LAX","640","634",-6,30,704,165,151,115,833,759,6,"825","805","N"
"2015","1","1","4","OO","5291","GCC","DEN","642","642",0,16,658,107,91,66,313,804,9,"829","813","N"
"2015","1","1","4","UA","536","LAX","IAH","644","636",-8,12,648,197,183,164,1379,1132,7,"1201","1139","N"
"2015","1","1","4","UA","259","SNA","IAH","645","653",8,16,709,200,177,156,1346,1145,5,"1205","1150","N"
"2015","1","1","4","UA","792","BUF","ORD","645","718",33,23,741,106,110,85,473,806,2,"731","808","Y"
"2015","1","1","4","VX","922","SFO","LAX","645","638",-7,9,647,80,71,54,337,741,8,"805","749","N"
"2015","1","1","4","WN","3213","DAL","MDW","645","649",4,8,657,140,110,95,793,832,7,"905","839","N"
"2015","1","1","4","WN","2599","LIT","DAL","645","648",3,9,657,75,70,56,296,753,5,"800","758","N"
"2015","1","1","4","WN","2199","MHT","MCO","645","645",0,9,654,205,187,171,1142,945,7,"1010","952","N"
"2015","1","1","4","WN","3739","ALB","MCO","645","644",-1,9,653,195,167,153,1073,926,5,"1000","931","N"
"2015","1","1","4","WN","1188","SAT","BWI","645","642",-3,6,648,185,163,153,1407,1021,4,"1050","1025","N"
"2015","1","1","4","WN","4563","OKC","ATL","645","641",-4,35,716,125,131,90,761,946,6,"950","952","Y"
"2015","1","1","4","US","593","SNA","PHX","645","645",0,15,700,86,74,50,338,850,9,"911","859","N"
"2015","1","1","4","AA","1107","LGA","DFW","645","641",-4,16,657,255,256,229,1389,946,11,"1000","957","N"
"2015","1","1","4","AA","1234","LAS","ORD","645","641",-4,12,653,210,196,175,1514,1148,9,"1215","1157","N"
"2015","1","1","4","AA","1283","BNA","MIA","645","641",-4,21,702,140,132,104,806,946,7,"1005","953","N"
"2015","1","1","4","AA","1287","MSP","MIA","645","714",29,26,740,225,212,179,1501,1139,7,"1130","1146","Y"
"2015","1","1","4","AA","1300","SNA","DFW","645","645",0,22,707,185,171,143,1205,1130,6,"1150","1136","N"
"2015","1","1","4","AA","2326","MIA","DCA","645","718",33,16,734,150,148,127,919,941,5,"915","946","Y"
"2015","1","1","4","B6","318","JFK","BOS","645","638",-7,23,701,71,66,38,187,739,5,"756","744","N"
"2015","1","1","4","B6","1137","BOS","DTW","645","642",-3,15,657,145,136,112,632,849,9,"910","858","N"
"2015","1","1","4","DL","765","PIT","MSP","645","642",-3,11,653,154,134,114,726,747,9,"819","756","N"
"2015","1","1","4","DL","801","SNA","ATL","645","641",-4,23,704,256,239,207,1919,1331,9,"1401","1340","N"
"2015","1","1","4","DL","827","FLL","ATL","645","639",-6,13,652,114,101,81,581,813,7,"839","820","N"
"2015","1","1","4","DL","860","SNA","MSP","645","642",-3,23,705,225,220,188,1522,1213,9,"1230","1222","N"
"2015","1","1","4","DL","886","ATL","LGA","645","644",-1,31,715,128,137,97,762,852,9,"853","901","Y"
"2015","1","1","4","DL","1135","BHM","ATL","645","644",-1,9,653,69,44,30,134,823,5,"854","828","N"
"2015","1","1","4","DL","1324","BNA","ATL","645","642",-3,15,657,74,57,36,214,833,6,"859","839","N"
"2015","1","1","4","DL","246","SAN","JFK","645","642",-3,15,657,314,286,264,2446,1421,7,"1459","1428","N"
"2015","1","1","4","AA","2395","BHM","DFW","645","644",-1,12,656,135,131,103,597,839,16,"900","855","N"
"2015","1","1","4","EV","6042","LNK","DEN","645","717",32,20,737,99,95,69,423,746,6,"724","752","Y"
"2015","1","1","4","F9","110","DEN","MSP","645","711",26,9,720,115,105,88,680,948,8,"940","956","Y"
"2015","1","1","4","F9","782","LAS","DEN","645","642",-3,18,700,109,120,90,628,930,12,"934","942","Y"
"2015","1","1","4","F9","268","SNA","DEN","645","638",-7,23,701,145,144,114,846,955,7,"1010","1002","N"
"2015","1","1","4","MQ","3009","CMI","DFW","645","642",-3,12,654,145,139,117,693,851,10,"910","901","N"
"2015","1","1","4","NK","301","BWI","FLL","645","649",4,11,700,157,142,125,925,905,6,"922","911","N"
"2015","1","1","4","NK","725","MCI","IAH","645","637",-8,10,647,110,126,108,643,835,8,"835","843","Y"
"2015","1","1","4","OO","6262","GTF","DEN","645","636",-9,12,648,117,115,87,624,815,16,"842","831","N"
"2015","1","1","4","OO","4811","BNA","CVG","645","637",-8,16,653,72,66,45,230,838,5,"857","843","N"
"2015","1","1","4","OO","6502","SNA","SFO","645","657",12,16,713,95,82,63,372,816,3,"820","819","N"
"2015","1","1","4","OO","6523","PHX","LAX","645","701",16,17,718,96,82,61,370,719,4,"721","723","Y"
"2015","1","1","4","OO","4974","ATL","IAH","646","642",-4,16,658,136,147,121,689,759,10,"802","809","Y"
"2015","1","1","4","OO","7385","EKO","SLC","646","636",-10,20,656,64,81,55,200,851,6,"850","857","Y"
"2015","1","1","4","B6","1208","IAD","JFK","647","641",-6,25,706,73,80,49,228,755,6,"800","801","Y"
"2015","1","1","4","HA","338","HNL","KOA","647","639",-8,11,650,42,44,27,163,717,6,"729","723","N"
"2015","1","1","4","OO","6291","FAT","SFO","648","645",-3,30,715,67,63,28,158,743,5,"755","748","N"
"2015","1","1","4","DL","1212","LAX","MSP","649","647",-2,14,701,218,211,193,1535,1214,4,"1227","1218","N"
"2015","1","1","4","UA","284","PHX","SFO","650","751",61,27,818,134,121,89,651,847,5,"804","852","Y"
"2015","1","1","4","US","1866","PIT","CLT","650","653",3,11,704,99,87,68,366,812,8,"829","820","N"
"2015","1","1","4","US","2071","MSP","CLT","650","647",-3,23,710,160,150,111,930,1001,16,"1030","1017","N"
"2015","1","1","4","WN","985","BWI","MCO","650","643",-7,10,653,160,133,115,787,848,8,"930","856","N"
"2015","1","1","4","WN","739","MSY","ATL","650","647",-3,6,653,85,72,60,425,853,6,"915","859","N"
"2015","1","1","4","WN","2964","PHX","DAL","650","654",4,16,710,130,130,111,879,1001,3,"1000","1004","Y"
"2015","1","1","4","UA","1291","FLL","ORD","650","645",-5,14,659,202,207,175,1182,854,18,"912","912","N"
"2015","1","1","4","US","408","PHL","PHX","650","640",-10,19,659,325,351,327,2075,1026,5,"1015","1031","Y"
"2015","1","1","4","AA","338","LAX","SFO","650","644",-6,21,705,80,79,55,337,800,3,"810","803","N"
"2015","1","1","4","AA","1371","MEM","DFW","650","641",-9,14,655,105,101,78,432,813,9,"835","822","N"
"2015","1","1","4","AA","1318","BOS","DFW","650","645",-5,21,706,280,287,256,1562,1022,10,"1030","1032","Y"
"2015","1","1","4","AA","1595","AUS","DFW","650","647",-3,14,701,65,53,33,190,734,6,"755","740","N"
"2015","1","1","4","AA","2226","DFW","TPA","650","800",70,17,817,135,135,114,929,1111,4,"1005","1115","Y"
"2015","1","1","4","AA","2429","CLE","DFW","650","653",3,9,702,195,177,159,1021,841,9,"905","850","N"
"2015","1","1","4","AA","2424","LAX","DFW","650","641",-9,18,659,180,188,146,1235,1125,24,"1150","1149","N"
"2015","1","1","4","AS","321","SJC","SEA","650","647",-3,8,655,124,113,100,697,835,5,"854","840","N"
"2015","1","1","4","AS","582","PDX","SNA","650","649",-1,9,658,139,130,117,859,855,4,"909","859","N"
"2015","1","1","4","AS","629","LAS","PDX","650","637",-13,14,651,136,131,114,763,845,3,"906","848","N"
"2015","1","1","4","AS","805","SEA","SMF","650","644",-6,14,658,110,102,80,605,818,8,"840","826","N"
"2015","1","1","4","B6","148","LGB","OAK","650","648",-2,12,700,82,75,59,353,759,4,"812","803","N"
"2015","1","1","4","DL","476","LAX","JFK","650","650",0,25,715,319,308,274,2475,1449,9,"1509","1458","N"
"2015","1","1","4","DL","1085","AVL","ATL","650","658",8,24,722,65,56,30,164,752,2,"755","754","N"
"2015","1","1","4","DL","2512","HSV","ATL","650","651",1,10,701,68,59,30,151,831,19,"858","850","N"
"2015","1","1","4","EV","6175","BNA","ORD","650","644",-6,29,713,110,111,73,409,826,9,"840","835","N"
"2015","1","1","4","MQ","3294","XNA","ORD","650","700",10,12,712,110,90,70,522,822,8,"840","830","N"
"2015","1","1","4","MQ","3268","SUX","ORD","650","646",-4,32,718,100,99,61,436,819,6,"830","825","N"
"2015","1","1","4","NK","729","ORD","TPA","650","724",34,9,733,163,143,127,1012,1040,7,"1033","1047","Y"
"2015","1","1","4","OO","5536","PSP","IAH","650","801",71,10,811,178,162,147,1269,1238,5,"1148","1243","Y"
"2015","1","1","4","OO","5428","HYS","DEN","650","650",0,23,713,74,85,53,298,706,9,"704","715","Y"
"2015","1","1","4","UA","464","BOS","EWR","651","652",1,13,705,86,69,45,200,750,11,"817","801","N"
"2015","1","1","4","HA","332","HNL","ITO","651","738",47,17,755,50,56,33,216,828,6,"741","834","Y"
"2015","1","1","4","AA","1101","JFK","MIA","652","649",-3,29,718,198,194,153,1089,951,12,"1010","1003","N"
"2015","1","1","4","NK","111","DTW","LAS","652","714",22,11,725,273,277,262,1749,847,4,"825","851","Y"
"2015","1","1","4","UA","1077","EWR","MIA","653","649",-4,11,700,178,167,152,1085,932,4,"951","936","N"
"2015","1","1","4","UA","1510","SAN","IAH","653","655",2,14,709,188,176,151,1303,1140,11,"1201","1151","N"
"2015","1","1","4","UA","204","DFW","IAH","654","653",-1,15,708,69,69,43,224,751,11,"803","802","N"
"2015","1","1","4","US","773","RIC","CLT","655","645",-10,17,702,77,74,54,257,756,3,"812","759","N"
"2015","1","1","4","US","1960","TPA","CLT","655","654",-1,11,705,100,94,74,507,819,9,"835","828","N"
"2015","1","1","4","UA","670","TPA","EWR","655","654",-1,13,707,155,155,133,997,920,9,"930","929","N"
"2015","1","1","4","WN","707","CAK","ATL","655","651",-4,12,703,120,94,77,528,820,5,"855","825","N"
"2015","1","1","4","WN","537","MCO","ATL","655","651",-4,12,703,95,95,63,404,806,20,"830","826","N"
"2015","1","1","4","WN","897","ABQ","DAL","655","655",0,24,719,105,108,81,580,940,3,"940","943","Y"
"2015","1","1","4","WN","753","PVD","FLL","655","656",1,7,703,200,179,169,1188,952,3,"1015","955","N"
"2015","1","1","4","WN","969","PHL","FLL","655","651",-4,9,700,170,150,137,992,917,4,"945","921","N"
"2015","1","1","4","WN","4120","PHL","LAS","655","653",-2,14,707,345,339,321,2176,928,4,"940","932","N"
"2015","1","1","4","AA","299","MIA","DEN","655","659",4,15,714,267,264,242,1709,916,7,"922","923","Y"
"2015","1","1","4","AA","222","LAX","BOS","655","650",-5,17,707,320,292,271,2611,1438,4,"1515","1442","N"
"2015","1","1","4","AA","1104","DFW","LGA","655","647",-8,15,702,190,176,157,1389,1039,4,"1105","1043","N"
"2015","1","1","4","AA","1373","BWI","DFW","655","647",-8,17,704,220,230,202,1217,926,11,"935","937","Y"
"2015","1","1","4","B6","16","SFO","JFK","655","652",-3,10,702,322,316,299,2586,1501,7,"1517","1508","N"
"2015","1","1","4","DL","1071","MKE","MSP","655","653",-2,27,720,90,82,52,297,812,3,"825","815","N"
"2015","1","1","4","DL","2090","PDX","MSP","655","652",-3,12,704,203,194,174,1426,1158,8,"1218","1206","N"
"2015","1","1","4","B6","2324","MCO","DCA","655","651",-4,14,705,124,120,103,759,848,3,"859","851","N"
"2015","1","1","4","B6","2702","JFK","BUF","655","645",-10,18,703,94,82,62,301,805,2,"829","807","N"
"2015","1","1","4","DL","1651","MSP","LAS","655","652",-3,13,705,218,180,160,1299,745,7,"833","752","N"
"2015","1","1","4","DL","1818","ATL","MCO","655","654",-1,14,708,87,81,59,404,807,8,"822","815","N"
"2015","1","1","4","EV","3924","MFE","IAH","655","647",-8,14,701,74,69,50,316,751,5,"809","756","N"
"2015","1","1","4","F9","907","TTN","RDU","655","719",24,9,728,93,72,59,373,827,4,"828","831","Y"
"2015","1","1","4","MQ","3110","HSV","ORD","655","657",2,12,709,130,109,87,510,836,10,"905","846","N"
"2015","1","1","4","MQ","3188","ABQ","ORD","655","712",17,21,733,155,173,119,1118,1032,33,"1030","1105","Y"
"2015","1","1","4","UA","821","RDU","SFO","657","657",0,17,714,361,356,328,2400,942,11,"958","953","N"
"2015","1","1","4","UA","312","EWR","LAX","659","656",-3,15,711,386,384,340,2454,951,29,"1025","1020","N"
"2015","1","1","4","US","823","DCA","CLT","659","655",-4,12,707,89,78,63,331,810,3,"828","813","N"
"2015","1","1","4","UA","1052","MCO","EWR","659","658",-1,10,708,152,146,127,937,915,9,"931","924","N"
"2015","1","1","4","AA","1553","DCA","MIA","659","653",-6,11,704,165,151,129,919,913,11,"944","924","N"
"2015","1","1","4","B6","15","JFK","SFO","659","659",0,16,715,404,380,350,2586,1005,14,"1043","1019","N"
"2015","1","1","4","B6","453","JFK","PBI","659","655",-4,13,708,183,164,143,1028,931,8,"1002","939","N"
"2015","1","1","4","DL","1547","LGA","ATL","659","658",-1,15,713,164,134,115,762,908,4,"943","912","N"
"2015","1","1","4","OO","6618","PSP","PHX","659","658",-1,7,705,68,58,41,261,846,10,"907","856","N"
"2015","1","1","4","UA","356","ALB","ORD","700","710",10,11,721,159,150,130,723,831,9,"839","840","Y"
"2015","1","1","4","UA","392","PDX","SFO","700","658",-2,15,713,113,98,78,550,831,5,"853","836","N"
"2015","1","1","4","UA","417","EWR","TPA","700","659",-1,9,708,181,163,149,997,937,5,"1001","942","N"
"2015","1","1","4","US","852","JAX","CLT","700","655",-5,14,709,87,72,53,328,802,5,"827","807","N"
"2015","1","1","4","US","1722","CLE","CLT","700","652",-8,11,703,103,87,68,430,811,8,"843","819","N"
"2015","1","1","4","US","1877","CLT","MIA","700","654",-6,23,717,119,118,91,650,848,4,"859","852","N"
"2015","1","1","4","US","1961","IAH","CLT","700","656",-4,12,708,142,137,105,912,953,20,"1022","1013","N"
"2015","1","1","4","US","1978","IND","CLT","700","657",-3,13,710,98,84,63,427,813,8,"838","821","N"
"2015","1","1","4","US","2064","DFW","CLT","700","655",-5,35,730,148,155,112,936,1022,8,"1028","1030","Y"
"2015","1","1","4","UA","463","LGA","ORD","700","658",-2,13,711,159,156,136,733,827,7,"839","834","N"
"2015","1","1","4","UA","514","BOS","IAH","700","656",-4,15,711,273,261,236,1597,1007,10,"1033","1017","N"
"2015","1","1","4","UA","521","BOS","ORD","700","700",0,32,732,178,191,154,867,906,5,"858","911","Y"
"2015","1","1","4","UA","736","SFO","EWR","700","659",-1,21,720,326,315,286,2565,1506,8,"1526","1514","N"
"2015","1","1","4","UA","795","SNA","DEN","700","701",1,13,714,142,148,111,846,1005,24,"1022","1029","Y"
"2015","1","1","4","UA","1027","SFO","IAH","700","658",-2,12,710,232,217,199,1635,1229,6,"1252","1235","N"
"2015","1","1","4","VX","399","JFK","LAX","700","655",-5,18,713,385,392,360,2475,1013,14,"1025","1027","Y"
"2015","1","1","4","VX","897","LAS","SFO","700","659",-1,13,712,85,80,61,414,813,6,"825","819","N"
"2015","1","1","4","WN","473","BUF","FLL","700","700",0,29,729,195,192,158,1165,1007,5,"1015","1012","N"
"2015","1","1","4","WN","309","BWI","HOU","700","658",-2,9,707,220,211,198,1246,925,4,"940","929","N"
"2015","1","1","4","WN","369","BWI","LAS","700","655",-5,11,706,330,321,301,2106,907,9,"930","916","N"
"2015","1","1","4","WN","4635","CLE","PHX","700","700",0,11,711,280,287,271,1737,942,5,"940","947","Y"
"2015","1","1","4","WN","1019","DCA","DAL","700","655",-5,14,709,210,227,208,1184,937,5,"930","942","Y"
"2015","1","1","4","WN","194","ISP","FLL","700","704",4,15,719,185,179,159,1092,958,5,"1005","1003","N"
"2015","1","1","4","WN","2511","MDW","DAL","700","703",3,9,712,150,143,129,793,921,5,"930","926","N"
"2015","1","1","4","WN","767","MDW","TPA","700","659",-1,16,715,165,152,132,997,1027,4,"1045","1031","N"
"2015","1","1","4","WN","390","MSP","MDW","700","656",-4,10,706,95,76,58,349,804,8,"835","812","N"
"2015","1","1","4","WN","443","PIT","MCO","700","658",-2,9,707,150,130,114,834,901,7,"930","908","N"
"2015","1","1","4","WN","921","SAT","BNA","700","655",-5,10,705,120,109,94,822,839,5,"900","844","N"
"2015","1","1","4","WN","2373","HOU","MCO","700","700",0,11,711,130,124,103,849,954,10,"1010","1004","N"
"2015","1","1","4","UA","1195","MCO","SFO","700","1228",328,13,1241,360,338,317,2446,1458,8,"1000","1506","Y"
"2015","1","1","4","UA","1697","EWR","DEN","700","706",6,19,725,270,277,250,1605,935,8,"930","943","Y"
"2015","1","1","4","US","424","ORD","PHX","700","658",-2,10,708,243,240,212,1440,940,18,"1003","958","N"
"2015","1","1","4","US","461","ATL","CLT","700","658",-2,15,713,72,63,38,226,751,10,"812","801","N"
"2015","1","1","4","US","568","SLC","PHX","700","701",1,29,730,109,109,68,507,838,12,"849","850","Y"
"2015","1","1","4","US","590","BOI","PHX","700","659",-1,30,729,128,131,97,735,906,4,"908","910","Y"
"2015","1","1","4","US","621","DCA","PHX","700","701",1,15,716,320,324,306,1979,1022,3,"1020","1025","Y"
"2015","1","1","4","AA","9","JFK","LAX","700","649",-11,22,711,380,397,368,2475,1019,7,"1020","1026","Y"
"2015","1","1","4","AA","17","ATL","MIA","700","656",-4,15,711,112,106,82,594,833,9,"852","842","N"
"2015","1","1","4","AA","118","LAX","JFK","700","650",-10,13,703,325,286,268,2475,1431,5,"1525","1436","N"
"2015","1","1","4","AA","68","SFO","MIA","700","703",3,14,717,324,317,295,2585,1512,8,"1524","1520","N"
"2015","1","1","4","AA","201","BOS","LAX","700","653",-7,16,709,395,412,390,2611,1039,6,"1035","1045","Y"
"2015","1","1","4","AA","204","MIA","LAS","700","657",-3,20,717,328,337,308,2174,925,9,"928","934","Y"
"2015","1","1","4","AA","309","DFW","BNA","700","652",-8,31,723,100,112,74,631,837,7,"840","844","Y"
"2015","1","1","4","AA","315","LGA","ORD","700","658",-2,16,714,165,165,136,733,830,13,"845","843","N"
